600536,中国软件,中国软件与技术服务股份有限公司
600537,亿晶光电,亿晶光电科技股份有限公司
600538,北海国发,北海国发海洋生物产业股份有限公司
600539,ST狮头,太原狮头水泥股份有限公司
600540,新赛股份,新疆赛里木现代农业股份有限公司
600543,莫高股份,甘肃莫高实业发展股份有限公司
600545,新疆城建,新疆城建(集团)股份有限公司
600546,山煤国际,山煤国际能源集团股份有限公司
600547,山东黄金,山东黄金矿业股份有限公司
600548,深高速,深圳高速公路股份有限公司
600549,厦门钨业,厦门钨业股份有限公司
600550,天威保变,保定天威保变电气股份有限公司
600551,时代出版,时代出版传媒股份有限公司
600552,方兴科技,安徽方兴科技股份有限公司
600555,*ST九龙,上海九龙山旅游股份有限公司
600556,*ST北生,广西北生药业股份有限公司
600557,康缘药业,江苏康缘药业股份有限公司
600558,大西洋,四川大西洋焊接材料股份有限公司
600559,老白干酒,河北衡水老白干酒业股份有限公司
600560,金自天正,北京金自天正智能控制股份有限公司
600561,江西长运,江西长运股份有限公司
600562,国睿科技,国睿科技股份有限公司
600563,法拉电子,厦门法拉电子股份有限公司
600565,迪马股份,重庆市迪马实业股份有限公司
600566,洪城股份,湖北洪城通用机械股份有限公司
600567,山鹰纸业,安徽山鹰纸业股份有限公司
600568,中珠控股,中珠控股股份有限公司
600569,安阳钢铁,安阳钢铁股份有限公司
600570,恒生电子,恒生电子股份有限公司
600571,信雅达,信雅达系统工程股份有限公司
600572,康恩贝,浙江康恩贝制药股份有限公司
600573,惠泉啤酒,福建省燕京惠泉啤酒股份有限公司
600575,芜湖港,芜湖港储运股份有限公司
600576,万好万家,浙江万好万家实业股份有限公司
600577,精达股份,铜陵精达特种电磁线股份有限公司
600578,京能电力,北京京能电力股份有限公司
600579,*ST黄海,青岛黄海橡胶股份有限公司
600580,卧龙电气,卧龙电气集团股份有限公司
600581,八一钢铁,新疆八一钢铁股份有限公司
600582,天地科技,天地科技股份有限公司
600583,海油工程,海洋石油工程股份有限公司
600584,长电科技,江苏长电科技股份有限公司
600585,海螺水泥,安徽海螺水泥股份有限公司
600586,金晶科技,山东金晶科技股份有限公司
600587,新华医疗,山东新华医疗股份有限公司
600588,用友软件,用友软件股份有限公司
600589,广东榕泰,广东榕泰实业股份有限公司
600590,泰豪科技,泰豪科技股份有限公司
600592,龙溪股份,福建龙溪轴承（集团）股份有限公司
600593,大连圣亚,大连圣亚旅游控股股份有限公司
600594,益佰制药,贵州益佰制药股份有限公司
600595,中孚实业,河南中孚实业股份有限公司
600596,新安股份,浙江新安化工集团股份有限公司
600597,光明乳业,光明乳业股份有限公司
600598,北大荒,黑龙江北大荒农业股份有限公司
600599,熊猫烟花,熊猫烟花集团股份有限公司
600600,青岛啤酒,青岛啤酒股份有限公司
600601,方正科技,方正科技集团股份有限公司
600602,仪电电子,上海仪电电子股份有限公司
600603,*ST兴业,厦门大洲兴业能源控股股份有限公司
600604,市北高新,上海市北高新股份有限公司
600605,汇通能源,上海汇通能源股份有限公司
600606,金丰投资,上海金丰投资股份有限公司
600608,上海科技,上海宽频科技股份有限公司
600609,金杯汽车,金杯汽车股份有限公司
600610,S中纺机,中国纺织机械股份有限公司
600611,大众交通,大众交通（集团）股份有限公司
600612,老凤祥,老凤祥股份有限公司
600613,神奇制药,上海神奇制药投资管理股份有限公司
600614,鼎立股份,上海鼎立科技发展（集团）股份有限公司
600615,丰华股份,上海丰华(集团）股份有限公司
600616,金枫酒业,上海金枫酒业股份有限公司
600617,*ST联华,上海联华合纤股份有限公司
600618,氯碱化工,上海氯碱化工股份有限公司
600619,海立股份,上海海立(集团)股份有限公司
600620,天宸股份,上海市天宸股份有限公司
600621,华鑫股份,上海华鑫股份有限公司
600622,嘉宝集团,上海嘉宝实业(集团)股份有限公司
600623,双钱股份,双钱集团股份有限公司
600624,复旦复华,上海复旦复华科技股份有限公司
600626,申达股份,上海申达股份有限公司
600628,新世界,上海新世界股份有限公司
600629,棱光实业,上海棱光实业股份有限公司
600630,龙头股份,上海龙头（集团）股份有限公司
600633,浙报传媒,浙报传媒集团股份有限公司
600634,ST澄海,上海中技投资控股股份有限公司
600635,大众公用,上海大众公用事业(集团)股份有限公司
600636,三爱富,上海三爱富新材料股份有限公司
600637,百视通,百视通新媒体股份有限公司
600638,新黄浦,上海新黄浦置业股份有限公司
600639,浦东金桥,上海金桥出口加工区开发股份有限公司
600640,号百控股,号百控股股份有限公司
600641,万业企业,上海万业企业股份有限公司
600642,申能股份,申能股份有限公司
600643,爱建股份,上海爱建股份有限公司
600644,乐山电力,乐山电力股份有限公司
600645,中源协和,中源协和干细胞生物工程股份公司
600647,同达创业,上海同达创业投资股份有限公司
600648,外高桥,上海外高桥保税区开发股份有限公司
600649,城投控股,上海城投控股股份有限公司
600650,锦江投资,上海锦江国际实业投资股份有限公司
600651,飞乐音响,上海飞乐音响股份有限公司
600652,爱使股份,上海爱使股份有限公司
600653,申华控股,上海申华控股股份有限公司
600654,飞乐股份,上海飞乐股份有限公司
600655,豫园商城,上海豫园旅游商城股份有限公司
600656,博元投资,珠海市博元投资股份有限公司
600657,信达地产,信达地产股份有限公司
600658,电子城,北京电子城投资开发股份有限公司
600660,福耀玻璃,福耀玻璃工业集团股份有限公司
